unit,category,label,score,color-label,color-truth,color-activation,color-intersect,color-iou,object-label,object-truth,object-activation,object-intersect,object-iou,part-label,part-truth,part-activation,part-intersect,part-iou,material-label,material-truth,material-activation,material-intersect,material-iou,scene-label,scene-truth,scene-activation,scene-intersect,scene-iou,texture-label,texture-truth,texture-activation,texture-intersect,texture-iou
360,part,head,0.10863189182819977,pink-c,18491188.0,3524383.0,795133.0,0.03747015023912324,person,14523849.0,1606469.0,1279667.0,0.08616908443946329,head,4946761.0,1469976.0,628759.0,0.10863189182819977,skin,177664.0,567389.0,45585.0,0.06517095849988848,ball_pit-s,275968.0,203180.0,9199.0,0.01957446446316515,freckled,1555456.0,246154.0,84381.0,0.04913788434739921
382,texture,dotted,0.1047639719875795,pink-c,18491188.0,2870524.0,172869.0,0.008158491711888186,airplane,1293178.0,708681.0,11226.0,0.00563941218697771,body,1291612.0,241268.0,16090.0,0.01060792858602707,paper,471596.0,232835.0,3929.0,0.00560883480703838,ball_pit-s,275968.0,333895.0,3652.0,0.006024305068697201,dotted,2935296.0,1446937.0,415564.0,0.1047639719875795
177,texture,veined,0.10378971977390658,green-c,63326720.0,2709956.0,2206614.0,0.03457013718708279,grass,12961339.0,1518409.0,430118.0,0.030614186992824723,body,1291612.0,263703.0,6683.0,0.004315421610815223,food,1104928.0,220935.0,17868.0,0.013660602678144795,stadium-baseball-s,150528.0,635879.0,7520.0,0.009654802301232399,veined,1806336.0,742267.0,239646.0,0.10378971977390658
236,texture,polka-dotted,0.10282952521461278,pink-c,18491188.0,3031319.0,257611.0,0.01211437855139287,person,14523849.0,1077557.0,338564.0,0.02218223840618936,head,4946761.0,583127.0,241031.0,0.045573363015865245,glass,2246777.0,193650.0,21586.0,0.008924108695032042,casino-indoor-s,652288.0,447114.0,12153.0,0.011177752290413696,polka-dotted,1705984.0,1179393.0,269037.0,0.10282952521461278
194,texture,zigzagged,0.09987283414175473,red-c,21004512.0,2663758.0,135605.0,0.005762415773989049,signboard,661129.0,1563795.0,54247.0,0.02499082083608017,body,1291612.0,398973.0,40759.0,0.024705029500080616,paper,471596.0,192061.0,5282.0,0.008022783368141256,building_facade-s,3148544.0,915134.0,43786.0,0.010892332430821525,zigzagged,1618176.0,506048.0,192888.0,0.09987283414175473
44,texture,studded,0.09923720017500279,red-c,21004512.0,2780938.0,148459.0,0.006280790985620801,car,5354795.0,1125065.0,126667.0,0.01993753377238815,head,4946761.0,473127.0,75196.0,0.014069285938272964,food,1104928.0,221403.0,5568.0,0.0042157449898278495,cockpit-s,539392.0,595115.0,10574.0,0.009408034108794741,studded,1593088.0,808864.0,216844.0,0.09923720017500279
479,texture,banded,0.09663677000429229,orange-c,30348501.0,2903809.0,251815.0,0.007630643116110834,tvmonitor,1019561.0,1079046.0,21394.0,0.010299377098063608,door frame,221497.0,210462.0,5653.0,0.013260427955506136,wood,9793596.0,623290.0,109365.0,0.010610213648849225,staircase-s,865536.0,661478.0,10514.0,0.006933069568084405,banded,2571520.0,463703.0,267467.0,0.09663677000429229
429,texture,swirly,0.09593751545052306,purple-c,10857154.0,2936557.0,81661.0,0.005955418773998053,pottedplant,925877.0,1118866.0,24769.0,0.012262039016343774,wheel,1513439.0,414811.0,38891.0,0.020584229889608063,fabric,8548746.0,226848.0,59346.0,0.006808663544222239,oasis-s,137984.0,491093.0,2735.0,0.004366623984979451,swirly,1605632.0,1098653.0,236731.0,0.09593751545052306
50,texture,honeycombed,0.09391881164347755,orange-c,30348501.0,3298208.0,255549.0,0.007653193240366612,seat,1488057.0,571027.0,68178.0,0.03424471069955086,back pillow,282308.0,80643.0,6082.0,0.01704266831806629,leather,470954.0,122182.0,5021.0,0.00853744590768812,anechoic_chamber-s,137984.0,375964.0,22950.0,0.04674153458873558,honeycombed,1555456.0,2399439.0,339549.0,0.09391881164347755
443,object,cat,0.09237748931770735,black-c,139916835.0,2875055.0,686533.0,0.00483115495779656,cat,4163987.0,1933556.0,515642.0,0.09237748931770735,head,4946761.0,1396967.0,360432.0,0.06023970734524917,fur,103280.0,352680.0,6513.0,0.014491141335908345,oasis-s,137984.0,366964.0,2513.0,0.005001642003443231,braided,1568000.0,277618.0,25055.0,0.013762226300325779
